x,y,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,STATION_NAME,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,TOTAL_SNOW_FLAG,LOCAL_YEAR,LOCAL_DATE,ID,MAX_TEMPERATURE_FLAG,LOCAL_DAY,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,11,,,,6,,,,2015,2015-06-21 00:00:00,3060903.2015.6.21,,21,,,0,7,,,,0.4,0.4,,20.5,0,1.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.5,,,,6,,,,2015,2015-06-22 00:00:00,3060903.2015.6.22,,22,,,0,3.5,,,,0.8,0.8,,23,0,6
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,6,,,,2015,2015-06-23 00:00:00,3060903.2015.6.23,M,23,,,0,,,M,,2.8,2.8,,,,4.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.8,,,,6,,,,2015,2015-06-24 00:00:00,3060903.2015.6.24,,24,,,0,3.2,,,,0,0,,25,0,4.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,18.8,,,,6,,,,2015,2015-06-25 00:00:00,3060903.2015.6.25,,25,,,0,0,,,,0,0,,26.5,0.8,11
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19.5,,,,6,,,,2015,2015-06-26 00:00:00,3060903.2015.6.26,,26,,,0,0,,,,0,0,,29,1.5,10
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19.8,,,,6,,,,2015,2015-06-27 00:00:00,3060903.2015.6.27,,27,,,0,0,,,,0,0,,32,1.8,7.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,21.8,,,,6,,,,2015,2015-06-28 00:00:00,3060903.2015.6.28,,28,,,0,0,,,,0,0,,31.5,3.8,12
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,18.8,,,,6,,,,2015,2015-06-29 00:00:00,3060903.2015.6.29,,29,,,0,0,,,,0.6,0.6,,24.5,0.8,13
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,18,,,,6,,,,2015,2015-06-30 00:00:00,3060903.2015.6.30,,30,,,0,0,,,,11.2,11.2,,21.5,0,14.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.5,,,,7,,,,2015,2015-07-01 00:00:00,3060903.2015.7.1,,1,,,0,0.5,,,T,0,0,T,23.5,0,11.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19.8,,,,7,,,,2015,2015-07-02 00:00:00,3060903.2015.7.2,,2,,,0,0,,,,0,0,,30,1.8,9.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,18.8,,,,7,,,,2015,2015-07-03 00:00:00,3060903.2015.7.3,,3,,,0,0,,,,0,0,,28,0.8,9.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,13,,,,7,,,,2015,2015-07-04 00:00:00,3060903.2015.7.4,,4,,,0,5,,,,0,0,,17.5,0,8.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14,,,,7,,,,2015,2015-07-05 00:00:00,3060903.2015.7.5,,5,,,0,4,,,,0,0,,20,0,8
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14,,,,7,,,,2015,2015-07-06 00:00:00,3060903.2015.7.6,,6,,,0,4,,,,0,0,,23.5,0,4.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-07 00:00:00,3060903.2015.7.7,M,7,,,0,,,M,,2.2,2.2,,,,6
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19,,,,7,,,,2015,2015-07-08 00:00:00,3060903.2015.7.8,,8,,,0,0,,,,0,0,,30.5,1,7.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,21.3,,,,7,,,,2015,2015-07-09 00:00:00,3060903.2015.7.9,,9,,,0,0,,,,0,0,,33,3.3,9.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,20.3,,,,7,,,,2015,2015-07-10 00:00:00,3060903.2015.7.10,,10,,,0,0,,,,1.2,1.2,,30.5,2.3,10
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,20.3,,,,7,,,,2015,2015-07-11 00:00:00,3060903.2015.7.11,,11,,,0,0,,,,1.6,1.6,,29.5,2.3,11
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19.8,,,,7,,,,2015,2015-07-12 00:00:00,3060903.2015.7.12,,12,,,0,0,,,,0,0,,25.5,1.8,14
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16.8,,,,7,,,,2015,2015-07-13 00:00:00,3060903.2015.7.13,,13,,,0,1.2,,,,0,0,,24,0,9.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-14 00:00:00,3060903.2015.7.14,M,14,,,,,,M,,,,,,,6.5
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-15 00:00:00,3060903.2015.7.15,,15,,,0,,,M,,5.2,5.2,,22.5,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-16 00:00:00,3060903.2015.7.16,M,16,,,,,,M,,,,,,,6.5
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-27 00:00:00,3060903.2015.7.27,M,27,,,0,,,M,,17.6,17.6,,,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,M,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-28 00:00:00,3060903.2015.7.28,,28,,,0,,,M,,0.8,0.8,,24,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-29 00:00:00,3060903.2015.7.29,M,29,,,,,,M,,,,,,,9
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,7,,,,2015,2015-07-30 00:00:00,3060903.2015.7.30,,30,,,0,,,M,,0,0,,27,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.8,,,,7,,,,2015,2015-07-31 00:00:00,3060903.2015.7.31,,31,,,0,0.2,,,,0,0,,30,0,5.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.5,,,,8,,,,2015,2015-08-01 00:00:00,3060903.2015.8.1,,1,,,0,0.5,,,,0,0,,23,0,12
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.3,,,,8,,,,2015,2015-08-02 00:00:00,3060903.2015.8.2,,2,,,0,0.7,,,,0,0,,27.5,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,19.3,,,,8,,,,2015,2015-08-03 00:00:00,3060903.2015.8.3,,3,,,0,0,,,,0,0,,30,1.3,8.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.8,,,,8,,,,2015,2015-08-04 00:00:00,3060903.2015.8.4,,4,,,0,0.2,,,,19,19,,24.5,0,11
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,12.8,,,,8,,,,2015,2015-08-05 00:00:00,3060903.2015.8.5,,5,,,0,5.2,,,,2.6,2.6,,15.5,0,10
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-06 00:00:00,3060903.2015.8.6,M,6,,,0,,,M,,5.2,5.2,,,,5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,15.3,,,,8,,,,2015,2015-08-07 00:00:00,3060903.2015.8.7,,7,,,0,2.7,,,,0,0,,23.5,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16.5,,,,8,,,,2015,2015-08-08 00:00:00,3060903.2015.8.8,,8,,,0,1.5,,,,0,0,,26,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,18.3,,,,8,,,,2015,2015-08-09 00:00:00,3060903.2015.8.9,,9,,,0,0,,,,0,0,,25,0.3,11.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-10 00:00:00,3060903.2015.8.10,M,10,,,0,,,M,,1.2,1.2,,,,6.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-11 00:00:00,3060903.2015.8.11,M,11,,,,,,M,,,,,,,7
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-12 00:00:00,3060903.2015.8.12,M,12,,,0,,,M,,0,0,,,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.3,,,,8,,,,2015,2015-08-13 00:00:00,3060903.2015.8.13,,13,,,0,0.7,,,,0,0,,27.5,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16,,,,8,,,,2015,2015-08-14 00:00:00,3060903.2015.8.14,,14,,,0,2,,,,31.6,31.6,,20,0,12
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.5,,,,8,,,,2015,2015-08-15 00:00:00,3060903.2015.8.15,,15,,,0,3.5,,,,1.4,1.4,,20,0,9
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,12.3,,,,8,,,,2015,2015-08-16 00:00:00,3060903.2015.8.16,,16,,,0,5.7,,,T,0,0,T,19,0,5.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-17 00:00:00,3060903.2015.8.17,M,17,,,,,,M,,,,,,,3
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,8,,,,2015,2015-08-18 00:00:00,3060903.2015.8.18,,18,,,0,,,M,,0,0,,22.5,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16.5,,,,8,,,,2015,2015-08-19 00:00:00,3060903.2015.8.19,,19,,,0,1.5,,,,0,0,,26,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,13,,,,8,,,,2015,2015-08-20 00:00:00,3060903.2015.8.20,,20,,,0,5,,,,27,27,,19,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,7.3,,,,8,,,,2015,2015-08-21 00:00:00,3060903.2015.8.21,,21,,,0,10.7,,,,4.2,4.2,,10.5,0,4
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,8.8,,,,8,,,,2015,2015-08-22 00:00:00,3060903.2015.8.22,,22,,,0,9.2,,,,0,0,,19,0,-1.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,13.5,,,,8,,,,2015,2015-08-23 00:00:00,3060903.2015.8.23,,23,,,0,4.5,,,,0,0,,23.5,0,3.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.8,,,,8,,,,2015,2015-08-24 00:00:00,3060903.2015.8.24,,24,,,0,3.2,,,,0,0,,23.5,0,6
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.5,,,,8,,,,2015,2015-08-25 00:00:00,3060903.2015.8.25,,25,,,0,3.5,,,,0,0,,25,0,4
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16.3,,,,8,,,,2015,2015-08-26 00:00:00,3060903.2015.8.26,,26,,,0,1.7,,,,0,0,,23.5,0,9
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.3,,,,8,,,,2015,2015-08-27 00:00:00,3060903.2015.8.27,,27,,,0,0.7,,,,0,0,,26.5,0,8
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,16,,,,8,,,,2015,2015-08-28 00:00:00,3060903.2015.8.28,,28,,,0,2,,,,0,0,,23.5,0,8.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,13,,,,8,,,,2015,2015-08-29 00:00:00,3060903.2015.8.29,,29,,,0,5,,,,0,0,,19.5,0,6.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.8,,,,8,,,,2015,2015-08-30 00:00:00,3060903.2015.8.30,,30,,,0,3.2,,,,0,0,,19.5,0,10
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.8,,,,8,,,T,2015,2015-08-31 00:00:00,3060903.2015.8.31,,31,,,0,3.2,,,,9.6,9.6,,17.5,0,12
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,10,,,,9,,,,2015,2015-09-01 00:00:00,3060903.2015.9.1,,1,,,0,8,,,T,0,0,T,15.5,0,4.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,8,,,,9,,,,2015,2015-09-02 00:00:00,3060903.2015.9.2,,2,,,0,10,,,,0.4,0.4,,15,0,1
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,5,,,,9,,,,2015,2015-09-03 00:00:00,3060903.2015.9.3,,3,,,0,13,,,,10,10,,8.5,0,1.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6.3,,,,9,,,,2015,2015-09-04 00:00:00,3060903.2015.9.4,,4,,,0,11.7,,,,0.6,0.6,,10,0,2.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,5.3,,,,9,,,,2015,2015-09-05 00:00:00,3060903.2015.9.5,,5,,,0,12.7,,,,0,0,,12,0,-1.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,8.3,,,,9,,,,2015,2015-09-06 00:00:00,3060903.2015.9.6,,6,,,0,9.7,,,,2.8,2.8,,14,0,2.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,9.3,,,,9,,,,2015,2015-09-07 00:00:00,3060903.2015.9.7,,7,,,0,8.7,,,,0,0,,16,0,2.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,11,,,,9,,,,2015,2015-09-08 00:00:00,3060903.2015.9.8,,8,,,0,7,,,,2.2,2.2,,17,0,5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-09 00:00:00,3060903.2015.9.9,M,9,,,0,,,M,,0,0,,,,3
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,12.5,,,,9,,,,2015,2015-09-10 00:00:00,3060903.2015.9.10,,10,,,0,5.5,,,,0,0,,21.5,0,3.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,15.8,,,,9,,,,2015,2015-09-11 00:00:00,3060903.2015.9.11,,11,,,0,2.2,,,,0,0,,26.5,0,5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,17.3,,,,9,,,,2015,2015-09-12 00:00:00,3060903.2015.9.12,,12,,,0,0.7,,,,16.2,16.2,,27,0,7.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-13 00:00:00,3060903.2015.9.13,M,13,,,,,,M,,,,,,,7.5
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-18 00:00:00,3060903.2015.9.18,,18,,,0,,,M,,18,18,,16.5,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-19 00:00:00,3060903.2015.9.19,M,19,,,,,,M,,,,,,,10
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-20 00:00:00,3060903.2015.9.20,,20,,,0,,,M,,13.6,13.6,,19.5,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,4.3,,,,9,,,,2015,2015-09-21 00:00:00,3060903.2015.9.21,,21,,,0,13.7,,,,0,0,,10.5,0,-2
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-22 00:00:00,3060903.2015.9.22,M,22,,,,,,M,,,,,,,-3
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-23 00:00:00,3060903.2015.9.23,,23,,,0,,,M,,0,0,,18,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,9.8,,,,9,,,,2015,2015-09-24 00:00:00,3060903.2015.9.24,,24,,,0,8.2,,,,4.8,4.8,,18.5,0,1
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6.3,,,,9,,,,2015,2015-09-25 00:00:00,3060903.2015.9.25,,25,,,0,11.7,,,,0.6,0.6,,7.5,0,5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6,,,,9,,,,2015,2015-09-26 00:00:00,3060903.2015.9.26,,26,,,0,12,,,,0,0,,12.5,0,-0.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6.8,,,,9,,,,2015,2015-09-27 00:00:00,3060903.2015.9.27,,27,,,0,11.2,,,,0,0,,12.5,0,1
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,8.5,,,,9,,,,2015,2015-09-28 00:00:00,3060903.2015.9.28,,28,,,0,9.5,,,,0,0,,17,0,0
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,9,,,,2015,2015-09-29 00:00:00,3060903.2015.9.29,M,29,,,,,,M,,,,,,,1
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-04 00:00:00,3060903.2015.10.4,M,4,,,0,,,M,,4,4,,,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,3.8,,,,10,,,,2015,2015-10-05 00:00:00,3060903.2015.10.5,,5,,,0,14.2,,,,0,0,,12,0,-4.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6,,,,10,,,,2015,2015-10-06 00:00:00,3060903.2015.10.6,,6,,,0,12,,,,0,0,,13.5,0,-1.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,10.8,,,,10,,,,2015,2015-10-07 00:00:00,3060903.2015.10.7,,7,,,0,7.2,,,,0,0,,17.5,0,4
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,10,,,,10,,,,2015,2015-10-08 00:00:00,3060903.2015.10.8,,8,,,0,8,,,,0,0,,19,0,1
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,14.8,,,,10,,,,2015,2015-10-09 00:00:00,3060903.2015.10.9,,9,,,0,3.2,,,,1.4,1.4,,21.5,0,8
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,15.3,,,,10,,,,2015,2015-10-10 00:00:00,3060903.2015.10.10,,10,,,0,2.7,,,,0,0,,19.5,0,11
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,11.3,,,,10,,,,2015,2015-10-11 00:00:00,3060903.2015.10.11,,11,,,0,6.7,,,T,0,0,T,15.5,0,7
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,10,,,,10,,,,2015,2015-10-12 00:00:00,3060903.2015.10.12,,12,,,0,8,,,,0,0,,13.5,0,6.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6.3,,,,10,,,,2015,2015-10-13 00:00:00,3060903.2015.10.13,,13,,,0,11.7,,,,0,0,,15,0,-2.5
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-14 00:00:00,3060903.2015.10.14,M,14,,,,,,M,,,,,,,-4
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-16 00:00:00,3060903.2015.10.16,,16,,,0,,,M,,0,0,,15.5,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,M,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-17 00:00:00,3060903.2015.10.17,,17,,,0,,,M,,0,0,,24,,
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-18 00:00:00,3060903.2015.10.18,M,18,,,,,,M,,,,,,,0.5
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-19 00:00:00,3060903.2015.10.19,,19,,,0,,,M,,1,1,,16.5,,
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,5.5,,,,10,,,,2015,2015-10-20 00:00:00,3060903.2015.10.20,,20,,,0,12.5,,,,0,0,,14.5,0,-3.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,8,,,,10,,,,2015,2015-10-21 00:00:00,3060903.2015.10.21,,21,,,0,10,,,,0,0,,18,0,-2
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,6.3,,,,10,,,,2015,2015-10-22 00:00:00,3060903.2015.10.22,,22,,,0,11.7,,,,0,0,,12,0,0.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,4,,,,10,,,,2015,2015-10-23 00:00:00,3060903.2015.10.23,,23,,,0,14,,,,3,3,,11.5,0,-3.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,3.8,,,,10,,,,2015,2015-10-24 00:00:00,3060903.2015.10.24,,24,,,0,14.2,,,,0,0,,7.5,0,0
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,-1.8,,,,10,,,,2015,2015-10-25 00:00:00,3060903.2015.10.25,,25,,,0,19.8,,,T,0,0,T,5.5,0,-9
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,-1,,,,10,,,,2015,2015-10-26 00:00:00,3060903.2015.10.26,,26,,,0,19,,,,3.6,3.6,,2.5,0,-4.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,-2.3,,,,10,,,,2015,2015-10-27 00:00:00,3060903.2015.10.27,,27,,,0,20.3,,,T,0,0,T,3,0,-7.5
-117.86666666666666,53.35,AB,3060903,,,0,,,BRULE BLACK CAT,0.8,,,,10,,,,2015,2015-10-28 00:00:00,3060903.2015.10.28,,28,,,0,17.2,,,,0,0,,5.5,0,-4
-117.86666666666666,53.35,AB,3060903,M,M,0,,,BRULE BLACK CAT,,,,,10,,,,2015,2015-10-29 00:00:00,3060903.2015.10.29,M,29,,,,,,M,,,,,,,-9
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-10 00:00:00,3060903.2015.11.10,M,10,,,0,,,M,,0,0,,,,
-117.86666666666666,53.35,AB,3060903,M,M,12,,M,BRULE BLACK CAT,,,,,11,,,T,2015,2015-11-11 00:00:00,3060903.2015.11.11,,11,,,0,,,M,T,0,0,,5,,
-117.86666666666666,53.35,AB,3060903,,,11,,,BRULE BLACK CAT,-2,,,,11,,,,2015,2015-11-12 00:00:00,3060903.2015.11.12,,12,,,3.2,20,,,,3.2,0,,3.5,0,-7.5
-117.86666666666666,53.35,AB,3060903,,,13,,,BRULE BLACK CAT,0,,,,11,,,,2015,2015-11-13 00:00:00,3060903.2015.11.13,,13,,,1.4,18,,,,1.4,0,,2,0,-2
-117.86666666666666,53.35,AB,3060903,,,14,,,BRULE BLACK CAT,-4.8,,,,11,,,,2015,2015-11-14 00:00:00,3060903.2015.11.14,,14,,,11.6,22.8,,,,11.6,0,,0,0,-9.5
-117.86666666666666,53.35,AB,3060903,,,22,,,BRULE BLACK CAT,-2.3,,,,11,,,,2015,2015-11-15 00:00:00,3060903.2015.11.15,,15,,,4.6,20.3,,,,4.6,0,,-1,0,-3.5
-117.86666666666666,53.35,AB,3060903,,,25,,,BRULE BLACK CAT,-6.5,,,,11,,,,2015,2015-11-16 00:00:00,3060903.2015.11.16,,16,,,0,24.5,,,,0,0,,1,0,-14
-117.86666666666666,53.35,AB,3060903,,,23,,,BRULE BLACK CAT,-6.3,,,,11,,,,2015,2015-11-17 00:00:00,3060903.2015.11.17,,17,,,5.4,24.3,,,,5.4,0,,-1,0,-11.5
-117.86666666666666,53.35,AB,3060903,M,M,27,,,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-18 00:00:00,3060903.2015.11.18,M,18,,,2.2,,,M,,2.2,0,,,,-17.5
-117.86666666666666,53.35,AB,3060903,,,26,,,BRULE BLACK CAT,-9.5,,,,11,,,,2015,2015-11-19 00:00:00,3060903.2015.11.19,,19,,,0.8,27.5,,,,0.8,0,,-3,0,-16
-117.86666666666666,53.35,AB,3060903,M,M,25,,,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-20 00:00:00,3060903.2015.11.20,M,20,,,0,,,M,,0,0,,,,-20.5
-117.86666666666666,53.35,AB,3060903,,,25,,,BRULE BLACK CAT,-0.5,,,,11,,,,2015,2015-11-21 00:00:00,3060903.2015.11.21,,21,,,0,18.5,,,,0,0,,9,0,-10
-117.86666666666666,53.35,AB,3060903,,,23,,,BRULE BLACK CAT,3.8,,,,11,,,,2015,2015-11-22 00:00:00,3060903.2015.11.22,,22,,,0,14.2,,,,0,0,,8.5,0,-1
-117.86666666666666,53.35,AB,3060903,,,23,,,BRULE BLACK CAT,-5.3,,,,11,,,,2015,2015-11-23 00:00:00,3060903.2015.11.23,,23,,,17,23.3,,,,17,0,,-3,0,-7.5
-117.86666666666666,53.35,AB,3060903,M,M,40,,,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-24 00:00:00,3060903.2015.11.24,M,24,,,,,,M,,,,,,,-12
-117.86666666666666,53.35,AB,3060903,M,M,,,M,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-25 00:00:00,3060903.2015.11.25,M,25,,,0,,,M,,0,0,,,,
-117.86666666666666,53.35,AB,3060903,,,32,,,BRULE BLACK CAT,-16.8,,,,11,,,,2015,2015-11-26 00:00:00,3060903.2015.11.26,,26,,,0,34.8,,,,0,0,,-8.5,0,-25
-117.86666666666666,53.35,AB,3060903,M,M,32,,M,BRULE BLACK CAT,,,,,11,,,,2015,2015-11-27 00:00:00,3060903.2015.11.27,,27,,,0,,,M,,0,0,,-6.5,,
